playerID,team_id,fullName,posType,position 
8476234,29,Keith Kinkaid,Goalie,G
8476288,29,Ryan Dzingel,Forward,C
8476310,29,Lukas Sedlak,Forward,C
8476431,29,Adam Clendening,Defenseman,D
8476432,29,Boone Jenner,Forward,C
8476449,29,Scott Harrington,Defenseman,D
8476914,29,Joonas Korpisalo,Goalie,G
8476981,29,Josh Anderson,Forward,RW
8477416,29,Oliver Bjorkstrand,Forward,RW
8477495,29,Seth Jones,Defenseman,D
8477505,29,Alexander Wennberg,Forward,C
8478007,29,Elvis Merzlikins,Goalie,G
8478460,29,Zach Werenski,Defenseman,D
8478541,29,Markus Hannikainen,Forward,LW
8478550,29,Artemi Panarin,Forward,LW
8478567,29,Dean Kukan,Defenseman,D
8478882,29,Vladislav Gavrikov,Defenseman,D
8478906,29,Markus Nutivaara,Defenseman,D
8479369,29,Andrew Peeke,Defenseman,D
8479400,29,Pierre-Luc Dubois,Forward,C
8480074,29,Alexandre Texier,Forward,C
8480762,29,Eric Robinson,Forward,LW
8469459,30,Mikko Koivu,Forward,C
8476856,30,Matt Dumba,Defenseman,D
8476177,30,Matt Read,Forward,RW
8470595,30,Eric Staal,Forward,C
8470600,30,Ryan Suter,Defenseman,D
8470610,30,Zach Parise,Forward,LW
8470611,30,Eric Fehr,Forward,C
8471227,30,Devan Dubnyk,Goalie,G
8471774,30,Alex Stalock,Goalie,G
8474688,30,Greg Pateryn,Defenseman,D
8474716,30,Jared Spurgeon,Defenseman,D
8475220,30,Marcus Foligno,Forward,LW
8475722,30,Jason Zucker,Forward,LW
8475868,30,Anthony Bitetto,Defenseman,D
8476372,30,Nick Seeler,Defenseman,D
8476437,30,Victor Rask,Forward,C
8476463,30,Jonas Brodin,Defenseman,D
8476779,30,Brad Hunt,Defenseman,D
8476806,30,J.T. Brown,Forward,RW
8476857,30,Pontus Aberg,Forward,LW
8477942,30,Kevin Fiala,Forward,LW
8478493,30,Joel Eriksson Ek,Forward,C
8481443,30,Mat Robson,Goalie,G
8481477,30,Nico Sturm,Forward,C
8468611,52,Matt Hendricks,Forward,C
8470834,52,Dustin Byfuglien,Defenseman,D
8471218,52,Blake Wheeler,Forward,RW
8473412,52,Bryan Little,Forward,C
8473618,52,Mathieu Perreault,Forward,LW
8474574,52,Tyler Myers,Defenseman,D
8475179,52,Dmitry Kulikov,Defenseman,D
8475279,52,Ben Chiarot,Defenseman,D
8475763,52,Kevin Hayes,Forward,RW
8476316,52,Laurent Brossoit,Goalie,G
8476392,52,Adam Lowry,Forward,C
8476400,52,Logan Shaw,Forward,RW
8476460,52,Mark Scheifele,Forward,C
8476470,52,Nathan Beaulieu,Defenseman,D
8476476,52,Joe Morrow,Defenseman,D
8476885,52,Jacob Trouba,Defenseman,D
8476945,52,Connor Hellebuyck,Goalie,G
8477429,52,Andrew Copp,Forward,C
8477480,52,Eric Comrie,Goalie,G
8477504,52,Josh Morrissey,Defenseman,D
8477940,52,Nikolaj Ehlers,Forward,LW
8478398,52,Kyle Connor,Forward,LW
8478458,52,Jack Roslovic,Forward,C
8478915,52,Sami Niku,Defenseman,D
8479293,52,Brandon Tanev,Forward,LW
8479339,52,Patrik Laine,Forward,RW
8480944,52,Par Lindholm,Forward,C
8480955,52,Bogdan Kiselevich,Defenseman,D
8477293,53,Antti Raanta,Goalie,G
8477951,53,Nick Schmaltz,Forward,C
8478476,53,Kyle Capobianco,Defenseman,D
8478856,53,Conor Garland,Forward,RW
8470755,53,Brad Richardson,Forward,C
8471274,53,Alex Goligoski,Defenseman,D
8471769,53,Niklas Hjalmarsson,Defenseman,D
8473546,53,Michael Grabner,Forward,RW
8474131,53,Mario Kempe,Forward,RW
8474218,53,Jason Demers,Defenseman,D
8474613,53,Derek Stepan,Forward,C
8475171,53,Oliver Ekman-Larsson,Defenseman,D
8475209,53,Richard Panik,Forward,RW
8475246,53,Kevin Connauton,Defenseman,D
8475311,53,Darcy Kuemper,Goalie,G
8475717,53,Calvin Pickard,Goalie,G
8476326,53,Josh Archibald,Forward,RW
8476393,53,Nick Cousins,Forward,C
8476851,53,Alex Galchenyuk,Forward,C
8476994,53,Vinnie Hinostroza,Forward,C
8477851,53,Jordan Oesterle,Defenseman,D
8477989,53,Christian Dvorak,Forward,C
8478432,53,Christian Fischer,Forward,RW
8478474,53,Lawson Crouse,Forward,LW
8479343,53,Clayton Keller,Forward,C
8479345,53,Jakob Chychrun,Defenseman,D
8480950,53,Ilya Lyubushkin,Defenseman,D
8475287,54,Erik Haula,Forward,C
8481486,54,Jimmy Schuldt,Defenseman,D
8468674,54,Deryk Engelland,Defenseman,D
8470594,54,Marc-Andre Fleury,Goalie,G
8471669,54,Paul Stastny,Forward,C
8471817,54,Ryan Reaves,Forward,RW
8474157,54,Max Pacioretty,Forward,LW
8474207,54,Nick Holden,Defenseman,D
8475188,54,Brayden McNabb,Defenseman,D
8475191,54,Reilly Smith,Forward,RW
8475204,54,Brandon Pirri,Forward,C
8475236,54,Cody Eakin,Forward,C
8475750,54,Jon Merrill,Defenseman,D
8475913,54,Mark Stone,Forward,RW
8476448,54,William Karlsson,Forward,C
8476525,54,Colin Miller,Defenseman,D
8476539,54,Jonathan Marchessault,Forward,C
8476876,54,Malcolm Subban,Goalie,G
8477038,54,Nikita Gusev,Forward,LW
8477220,54,Nate Schmidt,Defenseman,D
8477447,54,Shea Theodore,Defenseman,D
8477458,54,Valentin Zykov,Forward,LW
8477478,54,William Carrier,Forward,LW
8477846,54,Ryan Carpenter,Forward,C
8477930,54,Pierre-Edouard Bellemare,Forward,C
8477931,54,Tomas Nosek,Forward,LW
8477949,54,Alex Tuch,Forward,RW
